,FILIAL,CODSUPERVISOR,Codigo,Data Início,Data Final
40655,1,73,57234,2023-10-17,2023-10-19
59772,1,104,57236,2023-10-17,2023-10-19
23803,1,114,57247,2023-10-17,2023-10-19
68814,1,108,57248,2023-10-17,2023-10-19
54962,1,100,57249,2023-10-17,2023-10-19
14303,1,113,57253,2023-10-17,2023-10-19
90010,2,86,57255,2023-10-17,2023-10-19
21173,1,114,57256,2023-10-17,2023-10-19
18389,1,114,57259,2023-10-17,2023-10-19
49096,1,73,57260,2023-10-17,2023-10-19
63885,1,104,57263,2023-10-17,2023-10-19
5918,1,111,57264,2023-10-17,2023-10-19
23804,1,114,57266,2023-10-17,2023-10-19
62156,1,104,57273,2023-10-17,2023-10-19
37636,1,54,57283,2023-10-17,2023-10-19
86933,1,115,57287,2023-10-17,2023-10-19
59774,1,104,57294,2023-10-17,2023-10-19
10269,1,111,57298,2023-10-17,2023-10-19
14819,1,113,57299,2023-10-17,2023-10-19
23817,1,114,57313,2023-10-17,2023-10-19
43826,1,73,57314,2023-10-17,2023-10-19
83629,1,115,57319,2023-10-17,2023-10-19
20313,1,114,57322,2023-10-17,2023-10-19
16296,1,113,57323,2023-10-17,2023-10-19
16305,1,113,57330,2023-10-17,2023-10-19
12701,1,113,57332,2023-10-17,2023-10-19
92945,2,86,57337,2023-10-17,2023-10-19
33989,1,54,57339,2023-10-17,2023-10-19
51310,1,100,57341,2023-10-17,2023-10-19
90026,2,86,57342,2023-10-17,2023-10-19
60540,1,104,57343,2023-10-17,2023-10-19
63901,1,104,57346,2023-10-17,2023-10-19
60560,1,104,57348,2023-10-17,2023-10-19
667,1,110,57349,2023-10-17,2023-10-19
79366,1,115,57351,2023-10-17,2023-10-19
40667,1,73,57352,2023-10-17,2023-10-19
42659,1,73,57353,2023-10-17,2023-10-19
33134,1,54,57357,2023-10-17,2023-10-19
83643,1,115,57365,2023-10-17,2023-10-19
91281,2,86,57366,2023-10-17,2023-10-19
38537,1,73,57369,2023-10-17,2023-10-19
38538,1,73,57370,2023-10-17,2023-10-19
82587,1,115,57371,2023-10-17,2023-10-19
51317,1,100,57379,2023-10-17,2023-10-19
34937,1,54,57381,2023-10-17,2023-10-19
79367,1,115,57383,2023-10-17,2023-10-19
32085,1,54,57390,2023-10-17,2023-10-19
11852,1,111,57395,2023-10-17,2023-10-19
33996,1,54,57398,2023-10-17,2023-10-19
83646,1,115,57402,2023-10-17,2023-10-19
39655,1,73,57405,2023-10-17,2023-10-19
31079,1,54,57407,2023-10-17,2023-10-19
57998,1,104,57410,2023-10-17,2023-10-19
60564,1,104,57414,2023-10-17,2023-10-19
52878,1,100,57419,2023-10-17,2023-10-19
45113,1,73,57420,2023-10-17,2023-10-19
22613,1,114,57421,2023-10-17,2023-10-19
89109,2,86,57422,2023-10-17,2023-10-19
92068,2,86,57429,2023-10-17,2023-10-19
70184,1,108,57430,2023-10-17,2023-10-19
89130,2,86,57433,2023-10-17,2023-10-19
20320,1,114,57434,2023-10-17,2023-10-19
36688,1,54,57436,2023-10-17,2023-10-19
27840,1,117,57442,2023-10-17,2023-10-19
21177,1,114,57444,2023-10-17,2023-10-19
42671,1,73,57445,2023-10-17,2023-10-19
23820,1,114,57446,2023-10-17,2023-10-19
58008,1,104,57451,2023-10-17,2023-10-19
38556,1,73,57454,2023-10-17,2023-10-19
6733,1,111,57459,2023-10-17,2023-10-19
36690,1,54,57463,2023-10-17,2023-10-19
34001,1,54,57464,2023-10-17,2023-10-19
77921,1,115,57466,2023-10-17,2023-10-19
58009,1,104,57468,2023-10-17,2023-10-19
42675,1,73,57469,2023-10-17,2023-10-19
92069,2,86,57470,2023-10-17,2023-10-19
32092,1,54,57471,2023-10-17,2023-10-19
51322,1,100,57472,2023-10-17,2023-10-19
73145,1,108,57477,2023-10-17,2023-10-19
92073,2,86,57479,2023-10-17,2023-10-19
26329,1,117,57483,2023-10-17,2023-10-19
45119,1,73,57491,2023-10-17,2023-10-19
21185,1,114,57495,2023-10-17,2023-10-19
91580,2,86,57499,2023-10-17,2023-10-19
89141,2,86,57501,2023-10-17,2023-10-19
90925,2,86,57504,2023-10-17,2023-10-19
92088,2,86,57509,2023-10-17,2023-10-19
40679,1,73,57512,2023-10-17,2023-10-19
36701,1,54,57523,2023-10-17,2023-10-19
76876,1,108,57529,2023-10-17,2023-10-19
51329,1,100,57530,2023-10-17,2023-10-19
60573,1,104,57536,2023-10-17,2023-10-19
52105,1,100,57538,2023-10-17,2023-10-19
10281,1,111,57539,2023-10-17,2023-10-19
55947,1,100,57540,2023-10-17,2023-10-19
65310,1,108,57544,2023-10-17,2023-10-19
60588,1,104,57546,2023-10-17,2023-10-19
8969,1,111,57548,2023-10-17,2023-10-19
53988,1,100,57549,2023-10-17,2023-10-19
92110,2,86,57550,2023-10-17,2023-10-19
90938,2,86,57552,2023-10-17,2023-10-19
43838,1,73,57554,2023-10-17,2023-10-19
83649,1,115,57568,2023-10-17,2023-10-19
60602,1,104,57570,2023-10-17,2023-10-19
77938,1,115,57571,2023-10-17,2023-10-19
92112,2,86,57572,2023-10-17,2023-10-19
88066,1,115,57574,2023-10-17,2023-10-19
3617,1,110,57579,2023-10-17,2023-10-19
14829,1,113,57584,2023-10-17,2023-10-19
56834,1,100,57585,2023-10-17,2023-10-19
50318,1,100,57588,2023-10-17,2023-10-19
75819,1,108,57589,2023-10-17,2023-10-19
63030,1,104,57591,2023-10-17,2023-10-19
79373,1,115,57594,2023-10-17,2023-10-19
79382,1,115,57596,2023-10-17,2023-10-19
45147,1,73,57601,2023-10-17,2023-10-19
51339,1,100,57602,2023-10-17,2023-10-19
58016,1,104,57605,2023-10-17,2023-10-19
43846,1,73,57607,2023-10-17,2023-10-19
4998,1,111,57611,2023-10-17,2023-10-19
90042,2,86,57616,2023-10-17,2023-10-19
90946,2,86,57617,2023-10-17,2023-10-19
32099,1,54,57619,2023-10-17,2023-10-19
63041,1,104,57623,2023-10-17,2023-10-19
8972,1,111,57630,2023-10-17,2023-10-19
20333,1,114,57631,2023-10-17,2023-10-19
34008,1,54,57637,2023-10-17,2023-10-19
21187,1,114,57639,2023-10-17,2023-10-19
81573,1,115,57640,2023-10-17,2023-10-19
12712,1,113,57642,2023-10-17,2023-10-19
35925,1,54,57643,2023-10-17,2023-10-19
90056,2,86,57644,2023-10-17,2023-10-19
8973,1,111,57657,2023-10-17,2023-10-19
21198,1,114,57659,2023-10-17,2023-10-19
34941,1,54,57662,2023-10-17,2023-10-19
92115,2,86,57663,2023-10-17,2023-10-19
21203,1,114,57673,2023-10-17,2023-10-19
59135,1,104,57674,2023-10-17,2023-10-19
38560,1,73,57675,2023-10-17,2023-10-19
92131,2,86,57677,2023-10-17,2023-10-19
14307,1,113,57678,2023-10-17,2023-10-19
16308,1,113,57680,2023-10-17,2023-10-19
23823,1,114,57686,2023-10-17,2023-10-19
67728,1,108,57689,2023-10-17,2023-10-19
21212,1,114,57693,2023-10-17,2023-10-19
672,1,110,57694,2023-10-17,2023-10-19
67735,1,108,57700,2023-10-17,2023-10-19
86937,1,115,57702,2023-10-17,2023-10-19
10288,1,111,57703,2023-10-17,2023-10-19
85751,1,115,57704,2023-10-17,2023-10-19
38569,1,73,57707,2023-10-17,2023-10-19
89162,2,86,57713,2023-10-17,2023-10-19
14317,1,113,57716,2023-10-17,2023-10-19
63912,1,104,57721,2023-10-17,2023-10-19
34016,1,54,57731,2023-10-17,2023-10-19
20346,1,114,57736,2023-10-17,2023-10-19
52880,1,100,57739,2023-10-17,2023-10-19
59143,1,104,57740,2023-10-17,2023-10-19
2759,1,110,57741,2023-10-17,2023-10-19
60610,1,104,57742,2023-10-17,2023-10-19
56841,1,100,57745,2023-10-17,2023-10-19
34025,1,54,57746,2023-10-17,2023-10-19
59789,1,104,57748,2023-10-17,2023-10-19
36713,1,54,57750,2023-10-17,2023-10-19
16320,1,113,57753,2023-10-17,2023-10-19
53996,1,100,57756,2023-10-17,2023-10-19
6742,1,111,57759,2023-10-17,2023-10-19
82595,1,115,57760,2023-10-17,2023-10-19
52885,1,100,57767,2023-10-17,2023-10-19
89170,2,86,57772,2023-10-17,2023-10-19
63051,1,104,57774,2023-10-17,2023-10-19
11208,1,111,57776,2023-10-17,2023-10-19
88075,1,115,57779,2023-10-17,2023-10-19
11856,1,111,57783,2023-10-17,2023-10-19
8985,1,111,57784,2023-10-17,2023-10-19
34945,1,54,57788,2023-10-17,2023-10-19
7896,1,111,57791,2023-10-17,2023-10-19
74464,1,108,57794,2023-10-17,2023-10-19
62169,1,104,57802,2023-10-17,2023-10-19
32108,1,54,57808,2023-10-17,2023-10-19
64589,1,104,57815,2023-10-17,2023-10-19
45160,1,73,57824,2023-10-17,2023-10-19
79386,1,115,57825,2023-10-17,2023-10-19
32126,1,54,57827,2023-10-17,2023-10-19
28750,1,54,57829,2023-10-17,2023-10-19
45169,1,73,57833,2023-10-17,2023-10-19
52893,1,100,57835,2023-10-17,2023-10-19
12717,1,113,57837,2023-10-17,2023-10-19
36725,1,54,57839,2023-10-17,2023-10-19
21225,1,114,57843,2023-10-17,2023-10-19
77939,1,115,57848,2023-10-17,2023-10-19
67746,1,108,57850,2023-10-17,2023-10-19
18403,1,114,57854,2023-10-17,2023-10-19
91587,2,86,57855,2023-10-17,2023-10-19
90073,2,86,57856,2023-10-17,2023-10-19
89184,2,86,57858,2023-10-17,2023-10-19
76886,1,108,57859,2023-10-17,2023-10-19
45170,1,73,57860,2023-10-17,2023-10-19
63915,1,104,57868,2023-10-17,2023-10-19
66486,1,108,57875,2023-10-17,2023-10-19
63929,1,104,57877,2023-10-17,2023-10-19
68825,1,108,57880,2023-10-17,2023-10-19
56855,1,100,57881,2023-10-17,2023-10-19
62177,1,104,57882,2023-10-17,2023-10-19
49104,1,73,57883,2023-10-17,2023-10-19
71713,1,108,57886,2023-10-17,2023-10-19
42693,1,73,57888,2023-10-17,2023-10-19
60618,1,104,57889,2023-10-17,2023-10-19
42694,1,73,57892,2023-10-17,2023-10-19
33137,1,54,57893,2023-10-17,2023-10-19
59796,1,104,57897,2023-10-17,2023-10-19
59146,1,104,57898,2023-10-17,2023-10-19
75840,1,108,57899,2023-10-17,2023-10-19
50330,1,100,57900,2023-10-17,2023-10-19
54005,1,100,57902,2023-10-17,2023-10-19
63052,1,104,57904,2023-10-17,2023-10-19
88087,1,115,57905,2023-10-17,2023-10-19
21230,1,114,57908,2023-10-17,2023-10-19
92138,2,86,57909,2023-10-17,2023-10-19
92949,2,86,57911,2023-10-17,2023-10-19
36744,1,54,57917,2023-10-17,2023-10-19
32140,1,54,57920,2023-10-17,2023-10-19
92157,2,86,57924,2023-10-17,2023-10-19
63065,1,104,57925,2023-10-17,2023-10-19
54019,1,100,57926,2023-10-17,2023-10-19
54047,1,100,57927,2023-10-17,2023-10-19
45184,1,73,57934,2023-10-17,2023-10-19
85760,1,115,57937,2023-10-17,2023-10-19
62180,1,104,57938,2023-10-17,2023-10-19
90951,2,86,57939,2023-10-17,2023-10-19
9000,1,111,57942,2023-10-17,2023-10-19
695,1,110,57943,2023-10-17,2023-10-19
61332,1,104,57944,2023-10-17,2023-10-19
43847,1,73,57945,2023-10-17,2023-10-19
66494,1,108,57946,2023-10-17,2023-10-19
5019,1,111,57948,2023-10-17,2023-10-19
90088,2,86,57954,2023-10-17,2023-10-19
76889,1,108,57957,2023-10-17,2023-10-19
54053,1,100,57964,2023-10-17,2023-10-19
89188,2,86,57967,2023-10-17,2023-10-19
33139,1,54,57968,2023-10-17,2023-10-19
55950,1,100,57971,2023-10-17,2023-10-19
37647,1,54,57972,2023-10-17,2023-10-19
58023,1,104,57974,2023-10-17,2023-10-19
14321,1,113,57975,2023-10-17,2023-10-19
92169,2,86,57979,2023-10-17,2023-10-19
63071,1,104,57980,2023-10-17,2023-10-19
90953,2,86,57985,2023-10-17,2023-10-19
10303,1,111,57993,2023-10-17,2023-10-19
56868,1,100,57998,2023-10-17,2023-10-19
58030,1,104,58003,2023-10-17,2023-10-19
81578,1,115,58007,2023-10-17,2023-10-19
52113,1,100,58009,2023-10-17,2023-10-19
83651,1,115,58012,2023-10-17,2023-10-19
1074,1,110,58015,2023-10-17,2023-10-19
1085,1,110,58016,2023-10-17,2023-10-19
33148,1,54,58025,2023-10-17,2023-10-19
34036,1,54,58026,2023-10-17,2023-10-19
58053,1,104,58028,2023-10-17,2023-10-19
59149,1,104,58030,2023-10-17,2023-10-19
21252,1,114,58032,2023-10-17,2023-10-19
60625,1,104,58040,2023-10-17,2023-10-19
32150,1,54,58054,2023-10-17,2023-10-19
75842,1,108,58055,2023-10-17,2023-10-19
79389,1,115,58058,2023-10-17,2023-10-19
21258,1,114,58060,2023-10-17,2023-10-19
21263,1,114,58063,2023-10-17,2023-10-19
33156,1,54,58067,2023-10-17,2023-10-19
23833,1,114,58080,2023-10-17,2023-10-19
63935,1,104,58081,2023-10-17,2023-10-19
61333,1,104,58083,2023-10-17,2023-10-19
36751,1,54,58088,2023-10-17,2023-10-19
81600,1,115,58089,2023-10-17,2023-10-19
61347,1,104,58094,2023-10-17,2023-10-19
18404,1,114,58098,2023-10-17,2023-10-19
18425,1,114,58101,2023-10-17,2023-10-19
92178,2,86,58107,2023-10-17,2023-10-19
74471,1,108,58116,2023-10-17,2023-10-19
62195,1,104,58121,2023-10-17,2023-10-19
83662,1,115,58124,2023-10-17,2023-10-19
12723,1,113,58125,2023-10-17,2023-10-19
54059,1,100,58127,2023-10-17,2023-10-19
16327,1,113,58128,2023-10-17,2023-10-19
41564,1,73,58141,2023-10-17,2023-10-19
9002,1,111,58144,2023-10-17,2023-10-19
76894,1,108,58146,2023-10-17,2023-10-19
65317,1,108,58147,2023-10-17,2023-10-19
45189,1,73,58148,2023-10-17,2023-10-19
65325,1,108,58150,2023-10-17,2023-10-19
30106,1,54,58151,2023-10-17,2023-10-19
52114,1,100,58153,2023-10-17,2023-10-19
68845,1,108,58158,2023-10-17,2023-10-19
68851,1,108,58159,2023-10-17,2023-10-19
30119,1,54,58166,2023-10-17,2023-10-19
90973,2,86,58167,2023-10-17,2023-10-19
63076,1,104,58168,2023-10-17,2023-10-19
81603,1,115,58171,2023-10-17,2023-10-19
60626,1,104,58176,2023-10-17,2023-10-19
51350,1,100,58177,2023-10-17,2023-10-19
58064,1,104,58179,2023-10-17,2023-10-19
59798,1,104,58181,2023-10-17,2023-10-19
65347,1,108,58182,2023-10-17,2023-10-19
15503,1,113,58186,2023-10-17,2023-10-19
71718,1,108,58188,2023-10-17,2023-10-19
92950,2,86,58200,2023-10-17,2023-10-19
63079,1,104,58201,2023-10-17,2023-10-19
59156,1,104,58205,2023-10-17,2023-10-19
14325,1,113,58212,2023-10-17,2023-10-19
16335,1,113,58217,2023-10-17,2023-10-19
27365,1,117,58219,2023-10-17,2023-10-19
90988,2,86,58229,2023-10-17,2023-10-19
37654,1,54,58234,2023-10-17,2023-10-19
62196,1,104,58235,2023-10-17,2023-10-19
52116,1,100,58236,2023-10-17,2023-10-19
60632,1,104,58238,2023-10-17,2023-10-19
39671,1,73,58239,2023-10-17,2023-10-19
25496,1,114,58240,2023-10-17,2023-10-19
80338,1,115,58248,2023-10-17,2023-10-19
54966,1,100,58249,2023-10-17,2023-10-19
1103,1,110,58250,2023-10-17,2023-10-19
1110,1,110,58251,2023-10-17,2023-10-19
88090,1,115,58253,2023-10-17,2023-10-19
40686,1,73,58256,2023-10-17,2023-10-19
40698,1,73,58263,2023-10-17,2023-10-19
61351,1,104,58265,2023-10-17,2023-10-19
16355,1,113,58269,2023-10-17,2023-10-19
52132,1,100,58271,2023-10-17,2023-10-19
3624,1,110,58273,2023-10-17,2023-10-19
34038,1,54,58274,2023-10-17,2023-10-19
52906,1,100,58278,2023-10-17,2023-10-19
68856,1,108,58279,2023-10-17,2023-10-19
61357,1,104,58285,2023-10-17,2023-10-19
5024,1,111,58288,2023-10-17,2023-10-19
55960,1,100,58289,2023-10-17,2023-10-19
28751,1,54,58291,2023-10-17,2023-10-19
76896,1,108,58292,2023-10-17,2023-10-19
47671,1,73,58295,2023-10-17,2023-10-19
73154,1,108,58300,2023-10-17,2023-10-19
40706,1,73,58301,2023-10-17,2023-10-19
37670,1,54,58303,2023-10-17,2023-10-19
59807,1,104,58305,2023-10-17,2023-10-19
38579,1,73,58307,2023-10-17,2023-10-19
61362,1,104,58308,2023-10-17,2023-10-19
34958,1,54,58312,2023-10-17,2023-10-19
62207,1,104,58313,2023-10-17,2023-10-19
54978,1,100,58315,2023-10-17,2023-10-19
61376,1,104,58317,2023-10-17,2023-10-19
61385,1,104,58320,2023-10-17,2023-10-19
14337,1,113,58323,2023-10-17,2023-10-19
61396,1,104,58324,2023-10-17,2023-10-19
91595,2,86,58326,2023-10-17,2023-10-19
46483,1,73,58328,2023-10-17,2023-10-19
61404,1,104,58329,2023-10-17,2023-10-19
77963,1,115,58330,2023-10-17,2023-10-19
7904,1,111,58331,2023-10-17,2023-10-19
83678,1,115,58334,2023-10-17,2023-10-19
59810,1,104,58336,2023-10-17,2023-10-19
61416,1,104,58348,2023-10-17,2023-10-19
74493,1,108,58350,2023-10-17,2023-10-19
10305,1,111,58351,2023-10-17,2023-10-19
85770,1,115,58355,2023-10-17,2023-10-19
45195,1,73,58357,2023-10-17,2023-10-19
46499,1,73,58361,2023-10-17,2023-10-19
9007,1,111,58365,2023-10-17,2023-10-19
90098,2,86,58366,2023-10-17,2023-10-19
91293,2,86,58367,2023-10-17,2023-10-19
58077,1,104,58368,2023-10-17,2023-10-19
2768,1,110,58373,2023-10-17,2023-10-19
68869,1,108,58375,2023-10-17,2023-10-19
61429,1,104,58377,2023-10-17,2023-10-19
80356,1,115,58384,2023-10-17,2023-10-19
90105,2,86,58386,2023-10-17,2023-10-19
71727,1,108,58398,2023-10-17,2023-10-19
54991,1,100,58399,2023-10-17,2023-10-19
7919,1,111,58401,2023-10-17,2023-10-19
55966,1,100,58406,2023-10-17,2023-10-19
12732,1,113,58408,2023-10-17,2023-10-19
91294,2,86,58409,2023-10-17,2023-10-19
65361,1,108,58413,2023-10-17,2023-10-19
17373,1,113,58414,2023-10-17,2023-10-19
75852,1,108,58416,2023-10-17,2023-10-19
90116,2,86,58417,2023-10-17,2023-10-19
81615,1,115,58418,2023-10-17,2023-10-19
63097,1,104,58425,2023-10-17,2023-10-19
55001,1,100,58427,2023-10-17,2023-10-19
51353,1,100,58429,2023-10-17,2023-10-19
12733,1,113,58430,2023-10-17,2023-10-19
1805,1,110,58434,2023-10-17,2023-10-19
18431,1,114,58435,2023-10-17,2023-10-19
60648,1,104,58436,2023-10-17,2023-10-19
50343,1,100,58443,2023-10-17,2023-10-19
74496,1,108,58444,2023-10-17,2023-10-19
58084,1,104,58445,2023-10-17,2023-10-19
60649,1,104,58447,2023-10-17,2023-10-19
43862,1,73,58448,2023-10-17,2023-10-19
62213,1,104,58451,2023-10-17,2023-10-19
67753,1,108,58452,2023-10-17,2023-10-19
20350,1,114,58453,2023-10-17,2023-10-19
35930,1,54,58455,2023-10-17,2023-10-19
79394,1,115,58460,2023-10-17,2023-10-19
88109,1,115,58469,2023-10-17,2023-10-19
65365,1,108,58470,2023-10-17,2023-10-19
81620,1,115,58471,2023-10-17,2023-10-19
21275,1,114,58472,2023-10-17,2023-10-19
79398,1,115,58474,2023-10-17,2023-10-19
63103,1,104,58492,2023-10-17,2023-10-19
79402,1,115,58499,2023-10-17,2023-10-19
39674,1,73,58501,2023-10-17,2023-10-19
50359,1,100,58503,2023-10-17,2023-10-19
92954,2,86,58506,2023-10-17,2023-10-19
62216,1,104,58512,2023-10-17,2023-10-19
89194,2,86,58513,2023-10-17,2023-10-19
61435,1,104,58515,2023-10-17,2023-10-19
90130,2,86,58518,2023-10-17,2023-10-19
89201,2,86,58519,2023-10-17,2023-10-19
91296,2,86,58521,2023-10-17,2023-10-19
60653,1,104,58522,2023-10-17,2023-10-19
33166,1,54,58527,2023-10-17,2023-10-19
49108,1,73,58531,2023-10-17,2023-10-19
62224,1,104,58535,2023-10-17,2023-10-19
56875,1,100,58536,2023-10-17,2023-10-19
61436,1,104,58543,2023-10-17,2023-10-19
77967,1,115,58563,2023-10-17,2023-10-19
79404,1,115,58568,2023-10-17,2023-10-19
62232,1,104,58569,2023-10-17,2023-10-19
62236,1,104,58570,2023-10-17,2023-10-19
76910,1,108,58577,2023-10-17,2023-10-19
77981,1,115,58582,2023-10-17,2023-10-19
52141,1,100,58584,2023-10-17,2023-10-19
67764,1,108,58588,2023-10-17,2023-10-19
74516,1,108,58590,2023-10-17,2023-10-19
92179,2,86,58593,2023-10-17,2023-10-19
51366,1,100,58597,2023-10-17,2023-10-19
7925,1,111,58599,2023-10-17,2023-10-19
47678,1,73,58600,2023-10-17,2023-10-19
90991,2,86,58601,2023-10-17,2023-10-19
51373,1,100,58603,2023-10-17,2023-10-19
21292,1,114,58604,2023-10-17,2023-10-19
50373,1,100,58606,2023-10-17,2023-10-19
22614,1,114,58608,2023-10-17,2023-10-19
62247,1,104,58619,2023-10-17,2023-10-19
26336,1,117,58621,2023-10-17,2023-10-19
62257,1,104,58635,2023-10-17,2023-10-19
26341,1,117,58636,2023-10-17,2023-10-19
62261,1,104,58638,2023-10-17,2023-10-19
65371,1,108,58643,2023-10-17,2023-10-19
34050,1,54,58645,2023-10-17,2023-10-19
19382,1,114,58650,2023-10-17,2023-10-19
86945,1,115,58657,2023-10-17,2023-10-19
52146,1,100,58658,2023-10-17,2023-10-19
58096,1,104,58666,2023-10-17,2023-10-19
55975,1,100,58668,2023-10-17,2023-10-19
92193,2,86,58673,2023-10-17,2023-10-19
92957,2,86,58681,2023-10-17,2023-10-19
92979,2,86,58684,2023-10-17,2023-10-19
22615,1,114,58690,2023-10-17,2023-10-19
58098,1,104,58693,2023-10-17,2023-10-19
9008,1,111,58694,2023-10-17,2023-10-19
21293,1,114,58695,2023-10-17,2023-10-19
59813,1,104,58699,2023-10-17,2023-10-19
9013,1,111,58700,2023-10-17,2023-10-19
59161,1,104,58703,2023-10-17,2023-10-19
5936,1,111,58705,2023-10-17,2023-10-19
63110,1,104,58713,2023-10-17,2023-10-19
75864,1,108,58714,2023-10-17,2023-10-19
33172,1,54,58719,2023-10-17,2023-10-19
61453,1,104,58721,2023-10-17,2023-10-19
33174,1,54,58725,2023-10-17,2023-10-19
35943,1,54,58727,2023-10-17,2023-10-19
41565,1,73,58731,2023-10-17,2023-10-19
61465,1,104,58732,2023-10-17,2023-10-19
16363,1,113,58733,2023-10-17,2023-10-19
91009,2,86,58736,2023-10-17,2023-10-19
50385,1,100,58739,2023-10-17,2023-10-19
701,1,110,58741,2023-10-17,2023-10-19
63112,1,104,58742,2023-10-17,2023-10-19
59818,1,104,58745,2023-10-17,2023-10-19
90132,2,86,58749,2023-10-17,2023-10-19
33187,1,54,58750,2023-10-17,2023-10-19
74523,1,108,58751,2023-10-17,2023-10-19
14832,1,113,58752,2023-10-17,2023-10-19
3627,1,110,58754,2023-10-17,2023-10-19
42705,1,73,58755,2023-10-17,2023-10-19
21302,1,114,58758,2023-10-17,2023-10-19
55986,1,100,58761,2023-10-17,2023-10-19
14837,1,113,58767,2023-10-17,2023-10-19
68889,1,108,58768,2023-10-17,2023-10-19
38581,1,73,58771,2023-10-17,2023-10-19
64592,1,104,58773,2023-10-17,2023-10-19
42723,1,73,58774,2023-10-17,2023-10-19
61469,1,104,58776,2023-10-17,2023-10-19
20361,1,114,58777,2023-10-17,2023-10-19
21308,1,114,58778,2023-10-17,2023-10-19
25502,1,114,58779,2023-10-17,2023-10-19
36765,1,54,58780,2023-10-17,2023-10-19
34967,1,54,58781,2023-10-17,2023-10-19
50391,1,100,58784,2023-10-17,2023-10-19
62265,1,104,58785,2023-10-17,2023-10-19
35949,1,54,58786,2023-10-17,2023-10-19
20381,1,114,58790,2023-10-17,2023-10-19
50397,1,100,58791,2023-10-17,2023-10-19
43875,1,73,58797,2023-10-17,2023-10-19
64602,1,104,58799,2023-10-17,2023-10-19
41570,1,73,58800,2023-10-17,2023-10-19
59823,1,104,58807,2023-10-17,2023-10-19
92983,2,86,58808,2023-10-17,2023-10-19
43897,1,73,58810,2023-10-17,2023-10-19
81645,1,115,58815,2023-10-17,2023-10-19
14345,1,113,58826,2023-10-17,2023-10-19
32151,1,54,58829,2023-10-17,2023-10-19
84811,1,115,58831,2023-10-17,2023-10-19
92997,2,86,58834,2023-10-17,2023-10-19
71736,1,108,58835,2023-10-17,2023-10-19
92196,2,86,58837,2023-10-17,2023-10-19
58118,1,104,58839,2023-10-17,2023-10-19
62281,1,104,58844,2023-10-17,2023-10-19
83686,1,115,58846,2023-10-17,2023-10-19
93018,2,86,58849,2023-10-17,2023-10-19
85782,1,115,58851,2023-10-17,2023-10-19
34976,1,54,58852,2023-10-17,2023-10-19
62297,1,104,58853,2023-10-17,2023-10-19
61480,1,104,58854,2023-10-17,2023-10-19
86954,1,115,58856,2023-10-17,2023-10-19
36770,1,54,58858,2023-10-17,2023-10-19
63939,1,104,58861,2023-10-17,2023-10-19
30135,1,54,58864,2023-10-17,2023-10-19
62301,1,104,58874,2023-10-17,2023-10-19
37673,1,54,58876,2023-10-17,2023-10-19
77995,1,115,58881,2023-10-17,2023-10-19
7926,1,111,58883,2023-10-17,2023-10-19
92213,2,86,58884,2023-10-17,2023-10-19
90139,2,86,58885,2023-10-17,2023-10-19
2776,1,110,58886,2023-10-17,2023-10-19
62306,1,104,58891,2023-10-17,2023-10-19
62325,1,104,58895,2023-10-17,2023-10-19
58121,1,104,58901,2023-10-17,2023-10-19
92224,2,86,58907,2023-10-17,2023-10-19
16372,1,113,58908,2023-10-17,2023-10-19
31082,1,54,58913,2023-10-17,2023-10-19
23844,1,114,58914,2023-10-17,2023-10-19
62333,1,104,58915,2023-10-17,2023-10-19
23853,1,114,58917,2023-10-17,2023-10-19
83691,1,115,58918,2023-10-17,2023-10-19
2795,1,110,58928,2023-10-17,2023-10-19
31096,1,54,58932,2023-10-17,2023-10-19
92230,2,86,58934,2023-10-17,2023-10-19
61491,1,104,58936,2023-10-17,2023-10-19
19390,1,114,58938,2023-10-17,2023-10-19
61501,1,104,58940,2023-10-17,2023-10-19
51377,1,100,58942,2023-10-17,2023-10-19
7940,1,111,58943,2023-10-17,2023-10-19
92243,2,86,58944,2023-10-17,2023-10-19
61509,1,104,58948,2023-10-17,2023-10-19
10309,1,111,58949,2023-10-17,2023-10-19
59174,1,104,58954,2023-10-17,2023-10-19
41577,1,73,58955,2023-10-17,2023-10-19
49118,1,73,58956,2023-10-17,2023-10-19
7952,1,111,58961,2023-10-17,2023-10-19
1813,1,110,58963,2023-10-17,2023-10-19
88111,1,115,58964,2023-10-17,2023-10-19
50404,1,100,58967,2023-10-17,2023-10-19
68894,1,108,58968,2023-10-17,2023-10-19
16373,1,113,58969,2023-10-17,2023-10-19
70191,1,108,58970,2023-10-17,2023-10-19
14348,1,113,58971,2023-10-17,2023-10-19
51382,1,100,58972,2023-10-17,2023-10-19
74526,1,108,58973,2023-10-17,2023-10-19
71750,1,108,58981,2023-10-17,2023-10-19
68902,1,108,58987,2023-10-17,2023-10-19
34058,1,54,58988,2023-10-17,2023-10-19
5943,1,111,58990,2023-10-17,2023-10-19
7961,1,111,58991,2023-10-17,2023-10-19
59827,1,104,58992,2023-10-17,2023-10-19
46511,1,73,58993,2023-10-17,2023-10-19
67770,1,108,58994,2023-10-17,2023-10-19
49130,1,73,58999,2023-10-17,2023-10-19
65383,1,108,59001,2023-10-17,2023-10-19
82614,1,115,59008,2023-10-17,2023-10-19
93020,2,86,59010,2023-10-17,2023-10-19
58132,1,104,59016,2023-10-17,2023-10-19
38585,1,73,59018,2023-10-17,2023-10-19
5032,1,111,59019,2023-10-17,2023-10-19
