,FILIAL,CODSUPERVISOR,Codigo,Data Início,Data Final
21862,1,114,12934,2023-10-17,2023-10-19
24303,1,114,12939,2023-10-17,2023-10-19
41067,1,73,12946,2023-10-17,2023-10-19
43093,1,73,12959,2023-10-17,2023-10-19
43116,1,73,12962,2023-10-17,2023-10-19
43121,1,73,12963,2023-10-17,2023-10-19
52396,1,100,12974,2023-10-17,2023-10-19
43124,1,73,12984,2023-10-17,2023-10-19
13688,1,113,12993,2023-10-17,2023-10-19
45767,1,73,12997,2023-10-17,2023-10-19
87349,1,115,13005,2023-10-17,2023-10-19
45782,1,73,13011,2023-10-17,2023-10-19
45797,1,73,13012,2023-10-17,2023-10-19
4132,1,111,13021,2023-10-17,2023-10-19
15072,1,113,13035,2023-10-17,2023-10-19
87360,1,115,13040,2023-10-17,2023-10-19
18037,1,114,13046,2023-10-17,2023-10-19
15081,1,113,13048,2023-10-17,2023-10-19
45804,1,73,13049,2023-10-17,2023-10-19
21879,1,114,13051,2023-10-17,2023-10-19
49348,1,100,13064,2023-10-17,2023-10-19
84144,1,115,13073,2023-10-17,2023-10-19
24314,1,114,13080,2023-10-17,2023-10-19
45818,1,73,13082,2023-10-17,2023-10-19
46916,1,73,13085,2023-10-17,2023-10-19
46932,1,73,13086,2023-10-17,2023-10-19
28051,1,54,13104,2023-10-17,2023-10-19
28060,1,54,13105,2023-10-17,2023-10-19
34337,1,54,13114,2023-10-17,2023-10-19
34346,1,54,13119,2023-10-17,2023-10-19
34350,1,54,13124,2023-10-17,2023-10-19
34358,1,54,13125,2023-10-17,2023-10-19
37182,1,54,13128,2023-10-17,2023-10-19
28080,1,54,13135,2023-10-17,2023-10-19
32585,1,54,13148,2023-10-17,2023-10-19
32595,1,54,13149,2023-10-17,2023-10-19
32610,1,54,13153,2023-10-17,2023-10-19
32614,1,54,13154,2023-10-17,2023-10-19
45833,1,73,13162,2023-10-17,2023-10-19
45837,1,73,13164,2023-10-17,2023-10-19
87367,1,115,13166,2023-10-17,2023-10-19
28090,1,54,13175,2023-10-17,2023-10-19
87381,1,115,13178,2023-10-17,2023-10-19
28105,1,54,13190,2023-10-17,2023-10-19
34365,1,54,13197,2023-10-17,2023-10-19
34375,1,54,13199,2023-10-17,2023-10-19
33314,1,54,13207,2023-10-17,2023-10-19
34382,1,54,13211,2023-10-17,2023-10-19
28116,1,54,13217,2023-10-17,2023-10-19
21884,1,114,13218,2023-10-17,2023-10-19
34388,1,54,13225,2023-10-17,2023-10-19
24317,1,114,13227,2023-10-17,2023-10-19
69618,1,108,13262,2023-10-17,2023-10-19
34399,1,54,13272,2023-10-17,2023-10-19
28121,1,54,13281,2023-10-17,2023-10-19
34407,1,54,13284,2023-10-17,2023-10-19
38005,1,73,13294,2023-10-17,2023-10-19
54307,1,100,13296,2023-10-17,2023-10-19
79746,1,115,13297,2023-10-17,2023-10-19
53274,1,100,13306,2023-10-17,2023-10-19
43144,1,73,13309,2023-10-17,2023-10-19
45852,1,73,13312,2023-10-17,2023-10-19
3038,1,110,13317,2023-10-17,2023-10-19
84153,1,115,13325,2023-10-17,2023-10-19
35308,1,54,13336,2023-10-17,2023-10-19
46937,1,73,13338,2023-10-17,2023-10-19
46948,1,73,13342,2023-10-17,2023-10-19
24320,1,114,13360,2023-10-17,2023-10-19
43149,1,73,13369,2023-10-17,2023-10-19
66994,1,108,13372,2023-10-17,2023-10-19
43161,1,73,13375,2023-10-17,2023-10-19
46964,1,73,13381,2023-10-17,2023-10-19
56393,1,100,13391,2023-10-17,2023-10-19
84168,1,115,13402,2023-10-17,2023-10-19
44399,1,73,13409,2023-10-17,2023-10-19
82070,1,115,13412,2023-10-17,2023-10-19
84175,1,115,13414,2023-10-17,2023-10-19
84184,1,115,13418,2023-10-17,2023-10-19
46975,1,73,13421,2023-10-17,2023-10-19
66998,1,108,13433,2023-10-17,2023-10-19
43167,1,73,13437,2023-10-17,2023-10-19
15797,1,113,13451,2023-10-17,2023-10-19
35318,1,54,13453,2023-10-17,2023-10-19
87389,1,115,13465,2023-10-17,2023-10-19
11495,1,111,13472,2023-10-17,2023-10-19
88485,2,86,13477,2023-10-17,2023-10-19
54309,1,100,13480,2023-10-17,2023-10-19
16867,1,113,13481,2023-10-17,2023-10-19
26096,1,117,13484,2023-10-17,2023-10-19
86223,1,115,13487,2023-10-17,2023-10-19
21900,1,114,13488,2023-10-17,2023-10-19
7152,1,111,13491,2023-10-17,2023-10-19
43172,1,73,13493,2023-10-17,2023-10-19
80931,1,115,13496,2023-10-17,2023-10-19
24321,1,114,13499,2023-10-17,2023-10-19
28135,1,54,13501,2023-10-17,2023-10-19
51697,1,100,13521,2023-10-17,2023-10-19
12083,1,113,13544,2023-10-17,2023-10-19
43176,1,73,13548,2023-10-17,2023-10-19
51722,1,100,13551,2023-10-17,2023-10-19
53289,1,100,13560,2023-10-17,2023-10-19
72401,1,108,13563,2023-10-17,2023-10-19
54321,1,100,13582,2023-10-17,2023-10-19
24325,1,114,13589,2023-10-17,2023-10-19
37183,1,54,13595,2023-10-17,2023-10-19
48522,1,73,13618,2023-10-17,2023-10-19
31449,1,54,13619,2023-10-17,2023-10-19
3049,1,110,13629,2023-10-17,2023-10-19
26679,1,117,13634,2023-10-17,2023-10-19
38013,1,73,13643,2023-10-17,2023-10-19
77257,1,115,13645,2023-10-17,2023-10-19
46999,1,73,13647,2023-10-17,2023-10-19
47006,1,73,13649,2023-10-17,2023-10-19
62538,1,104,13657,2023-10-17,2023-10-19
5377,1,111,13661,2023-10-17,2023-10-19
21903,1,114,13673,2023-10-17,2023-10-19
45863,1,73,13678,2023-10-17,2023-10-19
76309,1,108,13692,2023-10-17,2023-10-19
10807,1,111,13694,2023-10-17,2023-10-19
64779,1,108,13705,2023-10-17,2023-10-19
79767,1,115,13712,2023-10-17,2023-10-19
78679,1,115,13722,2023-10-17,2023-10-19
84199,1,115,13723,2023-10-17,2023-10-19
12084,1,113,13724,2023-10-17,2023-10-19
15095,1,113,13729,2023-10-17,2023-10-19
65775,1,108,13746,2023-10-17,2023-10-19
49359,1,100,13752,2023-10-17,2023-10-19
48535,1,73,13753,2023-10-17,2023-10-19
77266,1,115,13756,2023-10-17,2023-10-19
47030,1,73,13764,2023-10-17,2023-10-19
70646,1,108,13779,2023-10-17,2023-10-19
65778,1,108,13781,2023-10-17,2023-10-19
3059,1,110,13784,2023-10-17,2023-10-19
35324,1,54,13792,2023-10-17,2023-10-19
53291,1,100,13795,2023-10-17,2023-10-19
1508,1,110,13801,2023-10-17,2023-10-19
13689,1,113,13806,2023-10-17,2023-10-19
24329,1,114,13812,2023-10-17,2023-10-19
53294,1,100,13816,2023-10-17,2023-10-19
15102,1,113,13821,2023-10-17,2023-10-19
52402,1,100,13830,2023-10-17,2023-10-19
2084,1,110,13831,2023-10-17,2023-10-19
86234,1,115,13844,2023-10-17,2023-10-19
48551,1,73,13845,2023-10-17,2023-10-19
34410,1,54,13863,2023-10-17,2023-10-19
38884,1,73,13873,2023-10-17,2023-10-19
38893,1,73,13877,2023-10-17,2023-10-19
87393,1,115,13881,2023-10-17,2023-10-19
38899,1,73,13883,2023-10-17,2023-10-19
78682,1,115,13893,2023-10-17,2023-10-19
41072,1,73,13901,2023-10-17,2023-10-19
84215,1,115,13909,2023-10-17,2023-10-19
23075,1,114,13911,2023-10-17,2023-10-19
24331,1,114,13916,2023-10-17,2023-10-19
85114,1,115,13919,2023-10-17,2023-10-19
52409,1,100,13925,2023-10-17,2023-10-19
18041,1,114,13929,2023-10-17,2023-10-19
48564,1,73,13931,2023-10-17,2023-10-19
38903,1,73,13938,2023-10-17,2023-10-19
38918,1,73,13940,2023-10-17,2023-10-19
69620,1,108,13943,2023-10-17,2023-10-19
38946,1,73,13951,2023-10-17,2023-10-19
38955,1,73,13959,2023-10-17,2023-10-19
1528,1,110,13967,2023-10-17,2023-10-19
15112,1,113,13978,2023-10-17,2023-10-19
13694,1,113,13980,2023-10-17,2023-10-19
77284,1,115,13990,2023-10-17,2023-10-19
76325,1,108,13998,2023-10-17,2023-10-19
45872,1,73,14013,2023-10-17,2023-10-19
51727,1,100,14025,2023-10-17,2023-10-19
63365,1,104,14042,2023-10-17,2023-10-19
38967,1,73,14047,2023-10-17,2023-10-19
27209,1,117,14049,2023-10-17,2023-10-19
18049,1,114,14057,2023-10-17,2023-10-19
78703,1,115,14075,2023-10-17,2023-10-19
47045,1,73,14089,2023-10-17,2023-10-19
45881,1,73,14117,2023-10-17,2023-10-19
2091,1,110,14119,2023-10-17,2023-10-19
279,1,110,14128,2023-10-17,2023-10-19
75002,1,108,14130,2023-10-17,2023-10-19
75015,1,108,14131,2023-10-17,2023-10-19
75029,1,108,14132,2023-10-17,2023-10-19
26101,1,117,14134,2023-10-17,2023-10-19
299,1,110,14136,2023-10-17,2023-10-19
41771,1,73,14140,2023-10-17,2023-10-19
41793,1,73,14141,2023-10-17,2023-10-19
41800,1,73,14142,2023-10-17,2023-10-19
41805,1,73,14143,2023-10-17,2023-10-19
75032,1,108,14146,2023-10-17,2023-10-19
41075,1,73,14149,2023-10-17,2023-10-19
9535,1,111,14152,2023-10-17,2023-10-19
75041,1,108,14153,2023-10-17,2023-10-19
72410,1,108,14168,2023-10-17,2023-10-19
72417,1,108,14171,2023-10-17,2023-10-19
67011,1,108,14174,2023-10-17,2023-10-19
75063,1,108,14175,2023-10-17,2023-10-19
75082,1,108,14177,2023-10-17,2023-10-19
72434,1,108,14181,2023-10-17,2023-10-19
75092,1,108,14189,2023-10-17,2023-10-19
72439,1,108,14191,2023-10-17,2023-10-19
1531,1,110,14205,2023-10-17,2023-10-19
75100,1,108,14208,2023-10-17,2023-10-19
41083,1,73,14213,2023-10-17,2023-10-19
67967,1,108,14215,2023-10-17,2023-10-19
56413,1,100,14236,2023-10-17,2023-10-19
10808,1,111,14237,2023-10-17,2023-10-19
34420,1,54,14247,2023-10-17,2023-10-19
23077,1,114,14251,2023-10-17,2023-10-19
86242,1,115,14260,2023-10-17,2023-10-19
45891,1,73,14280,2023-10-17,2023-10-19
41824,1,73,14283,2023-10-17,2023-10-19
40022,1,73,14295,2023-10-17,2023-10-19
18974,1,114,14298,2023-10-17,2023-10-19
21911,1,114,14303,2023-10-17,2023-10-19
24334,1,114,14327,2023-10-17,2023-10-19
80938,1,115,14329,2023-10-17,2023-10-19
38977,1,73,14338,2023-10-17,2023-10-19
86245,1,115,14347,2023-10-17,2023-10-19
86249,1,115,14349,2023-10-17,2023-10-19
72454,1,108,14353,2023-10-17,2023-10-19
58462,1,104,14354,2023-10-17,2023-10-19
73742,1,108,14355,2023-10-17,2023-10-19
38025,1,73,14356,2023-10-17,2023-10-19
67021,1,108,14367,2023-10-17,2023-10-19
67029,1,108,14374,2023-10-17,2023-10-19
48567,1,73,14377,2023-10-17,2023-10-19
69634,1,108,14378,2023-10-17,2023-10-19
34429,1,54,14382,2023-10-17,2023-10-19
76328,1,108,14386,2023-10-17,2023-10-19
34434,1,54,14387,2023-10-17,2023-10-19
26104,1,117,14389,2023-10-17,2023-10-19
26109,1,117,14390,2023-10-17,2023-10-19
72472,1,108,14391,2023-10-17,2023-10-19
28143,1,54,14399,2023-10-17,2023-10-19
83108,1,115,14401,2023-10-17,2023-10-19
44412,1,73,14422,2023-10-17,2023-10-19
40029,1,73,14424,2023-10-17,2023-10-19
1545,1,110,14435,2023-10-17,2023-10-19
45905,1,73,14439,2023-10-17,2023-10-19
67986,1,108,14440,2023-10-17,2023-10-19
86252,1,115,14443,2023-10-17,2023-10-19
65800,1,108,14453,2023-10-17,2023-10-19
86255,1,115,14456,2023-10-17,2023-10-19
80945,1,115,14464,2023-10-17,2023-10-19
70655,1,108,14469,2023-10-17,2023-10-19
70665,1,108,14470,2023-10-17,2023-10-19
64786,1,108,14477,2023-10-17,2023-10-19
41089,1,73,14480,2023-10-17,2023-10-19
75111,1,108,14501,2023-10-17,2023-10-19
44425,1,73,14504,2023-10-17,2023-10-19
13018,1,113,14510,2023-10-17,2023-10-19
78714,1,115,14515,2023-10-17,2023-10-19
69643,1,108,14519,2023-10-17,2023-10-19
319,1,110,14531,2023-10-17,2023-10-19
34439,1,54,14547,2023-10-17,2023-10-19
77306,1,115,14551,2023-10-17,2023-10-19
52421,1,100,14561,2023-10-17,2023-10-19
32624,1,54,14565,2023-10-17,2023-10-19
33323,1,54,14568,2023-10-17,2023-10-19
33344,1,54,14576,2023-10-17,2023-10-19
44439,1,73,14579,2023-10-17,2023-10-19
75120,1,108,14580,2023-10-17,2023-10-19
33351,1,54,14594,2023-10-17,2023-10-19
86264,1,115,14597,2023-10-17,2023-10-19
75136,1,108,14599,2023-10-17,2023-10-19
48585,1,73,14604,2023-10-17,2023-10-19
24339,1,114,14609,2023-10-17,2023-10-19
58469,1,104,14619,2023-10-17,2023-10-19
8476,1,111,14623,2023-10-17,2023-10-19
6274,1,111,14635,2023-10-17,2023-10-19
78720,1,115,14636,2023-10-17,2023-10-19
56422,1,100,14652,2023-10-17,2023-10-19
82076,1,115,14653,2023-10-17,2023-10-19
80948,1,115,14665,2023-10-17,2023-10-19
72480,1,108,14672,2023-10-17,2023-10-19
79775,1,115,14674,2023-10-17,2023-10-19
72495,1,108,14685,2023-10-17,2023-10-19
80958,1,115,14697,2023-10-17,2023-10-19
67038,1,108,14703,2023-10-17,2023-10-19
76341,1,108,14708,2023-10-17,2023-10-19
75157,1,108,14710,2023-10-17,2023-10-19
72501,1,108,14713,2023-10-17,2023-10-19
15116,1,113,14721,2023-10-17,2023-10-19
55433,1,100,14723,2023-10-17,2023-10-19
41102,1,73,14737,2023-10-17,2023-10-19
48591,1,73,14758,2023-10-17,2023-10-19
86272,1,115,14767,2023-10-17,2023-10-19
87402,1,115,14778,2023-10-17,2023-10-19
85120,1,115,14788,2023-10-17,2023-10-19
86288,1,115,14795,2023-10-17,2023-10-19
34448,1,54,14799,2023-10-17,2023-10-19
80965,1,115,14825,2023-10-17,2023-10-19
48602,1,73,14832,2023-10-17,2023-10-19
6288,1,111,14839,2023-10-17,2023-10-19
72526,1,108,14846,2023-10-17,2023-10-19
41111,1,73,14849,2023-10-17,2023-10-19
80981,1,115,14862,2023-10-17,2023-10-19
65809,1,108,14876,2023-10-17,2023-10-19
75158,1,108,14880,2023-10-17,2023-10-19
11502,1,111,14888,2023-10-17,2023-10-19
73757,1,108,14900,2023-10-17,2023-10-19
53314,1,100,14901,2023-10-17,2023-10-19
41831,1,73,14903,2023-10-17,2023-10-19
41845,1,73,14909,2023-10-17,2023-10-19
13033,1,113,14925,2023-10-17,2023-10-19
47048,1,73,14944,2023-10-17,2023-10-19
7167,1,111,14953,2023-10-17,2023-10-19
7181,1,111,14956,2023-10-17,2023-10-19
6298,1,111,14960,2023-10-17,2023-10-19
69644,1,108,14966,2023-10-17,2023-10-19
50813,1,100,14975,2023-10-17,2023-10-19
45916,1,73,14995,2023-10-17,2023-10-19
9538,1,111,15001,2023-10-17,2023-10-19
47058,1,73,15027,2023-10-17,2023-10-19
54332,1,100,15028,2023-10-17,2023-10-19
32642,1,54,15049,2023-10-17,2023-10-19
21927,1,114,15055,2023-10-17,2023-10-19
29153,1,54,15063,2023-10-17,2023-10-19
87412,1,115,15081,2023-10-17,2023-10-19
16871,1,113,15097,2023-10-17,2023-10-19
79784,1,115,15100,2023-10-17,2023-10-19
67051,1,108,15116,2023-10-17,2023-10-19
24344,1,114,15126,2023-10-17,2023-10-19
45917,1,73,15131,2023-10-17,2023-10-19
51730,1,100,15135,2023-10-17,2023-10-19
13039,1,113,15142,2023-10-17,2023-10-19
7204,1,111,15167,2023-10-17,2023-10-19
82084,1,115,15179,2023-10-17,2023-10-19
16872,1,113,15199,2023-10-17,2023-10-19
21940,1,114,15217,2023-10-17,2023-10-19
40047,1,73,15221,2023-10-17,2023-10-19
40050,1,73,15223,2023-10-17,2023-10-19
38983,1,73,15225,2023-10-17,2023-10-19
76345,1,108,15238,2023-10-17,2023-10-19
21951,1,114,15242,2023-10-17,2023-10-19
37194,1,54,15245,2023-10-17,2023-10-19
78732,1,115,15248,2023-10-17,2023-10-19
41850,1,73,15261,2023-10-17,2023-10-19
43177,1,73,15264,2023-10-17,2023-10-19
64079,1,104,15275,2023-10-17,2023-10-19
64084,1,104,15278,2023-10-17,2023-10-19
84220,1,115,15290,2023-10-17,2023-10-19
12086,1,113,15293,2023-10-17,2023-10-19
73768,1,108,15296,2023-10-17,2023-10-19
72541,1,108,15351,2023-10-17,2023-10-19
51732,1,100,15354,2023-10-17,2023-10-19
72547,1,108,15369,2023-10-17,2023-10-19
37201,1,54,15375,2023-10-17,2023-10-19
55446,1,100,15392,2023-10-17,2023-10-19
86293,1,115,15404,2023-10-17,2023-10-19
29158,1,54,15410,2023-10-17,2023-10-19
84229,1,115,15411,2023-10-17,2023-10-19
35329,1,54,15414,2023-10-17,2023-10-19
82099,1,115,15418,2023-10-17,2023-10-19
15118,1,113,15421,2023-10-17,2023-10-19
67064,1,108,15427,2023-10-17,2023-10-19
67071,1,108,15428,2023-10-17,2023-10-19
75169,1,108,15429,2023-10-17,2023-10-19
35330,1,54,15441,2023-10-17,2023-10-19
12090,1,113,15446,2023-10-17,2023-10-19
2101,1,110,15453,2023-10-17,2023-10-19
6305,1,111,15457,2023-10-17,2023-10-19
45929,1,73,15507,2023-10-17,2023-10-19
65823,1,108,15516,2023-10-17,2023-10-19
20676,1,114,15525,2023-10-17,2023-10-19
15122,1,113,15536,2023-10-17,2023-10-19
3069,1,110,15537,2023-10-17,2023-10-19
69659,1,108,15548,2023-10-17,2023-10-19
19722,1,114,15562,2023-10-17,2023-10-19
4147,1,111,15568,2023-10-17,2023-10-19
29181,1,54,15575,2023-10-17,2023-10-19
13695,1,113,15660,2023-10-17,2023-10-19
7208,1,111,15673,2023-10-17,2023-10-19
11513,1,111,15676,2023-10-17,2023-10-19
11514,1,111,15699,2023-10-17,2023-10-19
4157,1,111,15708,2023-10-17,2023-10-19
18059,1,114,15731,2023-10-17,2023-10-19
7212,1,111,15757,2023-10-17,2023-10-19
11542,1,111,15766,2023-10-17,2023-10-19
16878,1,113,15798,2023-10-17,2023-10-19
27211,1,117,15822,2023-10-17,2023-10-19
45937,1,73,15828,2023-10-17,2023-10-19
7219,1,111,15851,2023-10-17,2023-10-19
67995,1,108,15866,2023-10-17,2023-10-19
83112,1,115,15867,2023-10-17,2023-10-19
56425,1,100,15897,2023-10-17,2023-10-19
87415,1,115,15921,2023-10-17,2023-10-19
4167,1,111,15932,2023-10-17,2023-10-19
47075,1,73,15936,2023-10-17,2023-10-19
3070,1,110,15942,2023-10-17,2023-10-19
3085,1,110,15945,2023-10-17,2023-10-19
32655,1,54,15962,2023-10-17,2023-10-19
32670,1,54,15963,2023-10-17,2023-10-19
84237,1,115,15967,2023-10-17,2023-10-19
38997,1,73,15971,2023-10-17,2023-10-19
4181,1,111,15979,2023-10-17,2023-10-19
76347,1,108,16004,2023-10-17,2023-10-19
53318,1,100,16018,2023-10-17,2023-10-19
29184,1,54,16029,2023-10-17,2023-10-19
69662,1,108,16037,2023-10-17,2023-10-19
24346,1,114,16041,2023-10-17,2023-10-19
32680,1,54,16072,2023-10-17,2023-10-19
29188,1,54,16092,2023-10-17,2023-10-19
8496,1,111,16120,2023-10-17,2023-10-19
78743,1,115,16121,2023-10-17,2023-10-19
72555,1,108,16124,2023-10-17,2023-10-19
72562,1,108,16134,2023-10-17,2023-10-19
20694,1,114,16180,2023-10-17,2023-10-19
45948,1,73,16183,2023-10-17,2023-10-19
10812,1,111,16185,2023-10-17,2023-10-19
70676,1,108,16231,2023-10-17,2023-10-19
27586,1,117,16252,2023-10-17,2023-10-19
8502,1,111,16261,2023-10-17,2023-10-19
51747,1,100,16285,2023-10-17,2023-10-19
51749,1,100,16296,2023-10-17,2023-10-19
51759,1,100,16305,2023-10-17,2023-10-19
51770,1,100,16310,2023-10-17,2023-10-19
51777,1,100,16314,2023-10-17,2023-10-19
56434,1,100,16325,2023-10-17,2023-10-19
51789,1,100,16331,2023-10-17,2023-10-19
54336,1,100,16332,2023-10-17,2023-10-19
18997,1,114,16350,2023-10-17,2023-10-19
15132,1,113,16361,2023-10-17,2023-10-19
30545,1,54,16387,2023-10-17,2023-10-19
67996,1,108,16409,2023-10-17,2023-10-19
86312,1,115,16410,2023-10-17,2023-10-19
51796,1,100,16416,2023-10-17,2023-10-19
50831,1,100,16427,2023-10-17,2023-10-19
77314,1,115,16428,2023-10-17,2023-10-19
13710,1,113,16434,2023-10-17,2023-10-19
53325,1,100,16460,2023-10-17,2023-10-19
77319,1,115,16468,2023-10-17,2023-10-19
20699,1,114,16473,2023-10-17,2023-10-19
10821,1,111,16482,2023-10-17,2023-10-19
51798,1,100,16490,2023-10-17,2023-10-19
13717,1,113,16504,2023-10-17,2023-10-19
87434,1,115,16510,2023-10-17,2023-10-19
39012,1,73,16511,2023-10-17,2023-10-19
7232,1,111,16512,2023-10-17,2023-10-19
48624,1,73,16526,2023-10-17,2023-10-19
15798,1,113,16534,2023-10-17,2023-10-19
12091,1,113,16543,2023-10-17,2023-10-19
26687,1,117,16554,2023-10-17,2023-10-19
26116,1,117,16556,2023-10-17,2023-10-19
80988,1,115,16561,2023-10-17,2023-10-19
54340,1,100,16564,2023-10-17,2023-10-19
37219,1,54,16576,2023-10-17,2023-10-19
43178,1,73,16610,2023-10-17,2023-10-19
70688,1,108,16618,2023-10-17,2023-10-19
75183,1,108,16635,2023-10-17,2023-10-19
9540,1,111,16643,2023-10-17,2023-10-19
64807,1,108,16645,2023-10-17,2023-10-19
324,1,110,16654,2023-10-17,2023-10-19
54347,1,100,16659,2023-10-17,2023-10-19
21954,1,114,16665,2023-10-17,2023-10-19
70702,1,108,16671,2023-10-17,2023-10-19
85136,1,115,16675,2023-10-17,2023-10-19
82106,1,115,16686,2023-10-17,2023-10-19
82114,1,115,16728,2023-10-17,2023-10-19
80998,1,115,16748,2023-10-17,2023-10-19
13719,1,113,16751,2023-10-17,2023-10-19
54353,1,100,16786,2023-10-17,2023-10-19
54364,1,100,16787,2023-10-17,2023-10-19
51806,1,100,16799,2023-10-17,2023-10-19
79806,1,115,16804,2023-10-17,2023-10-19
45958,1,73,16835,2023-10-17,2023-10-19
51810,1,100,16843,2023-10-17,2023-10-19
13050,1,113,16857,2023-10-17,2023-10-19
50837,1,100,16879,2023-10-17,2023-10-19
45971,1,73,16883,2023-10-17,2023-10-19
82121,1,115,16892,2023-10-17,2023-10-19
45987,1,73,16899,2023-10-17,2023-10-19
30553,1,54,16906,2023-10-17,2023-10-19
86322,1,115,16907,2023-10-17,2023-10-19
48632,1,73,16909,2023-10-17,2023-10-19
83128,1,115,16915,2023-10-17,2023-10-19
39018,1,73,16935,2023-10-17,2023-10-19
5383,1,111,16950,2023-10-17,2023-10-19
70710,1,108,16958,2023-10-17,2023-10-19
13720,1,113,16960,2023-10-17,2023-10-19
51826,1,100,16963,2023-10-17,2023-10-19
13073,1,113,16969,2023-10-17,2023-10-19
60037,1,104,16977,2023-10-17,2023-10-19
33354,1,54,16978,2023-10-17,2023-10-19
39020,1,73,16991,2023-10-17,2023-10-19
79809,1,115,16999,2023-10-17,2023-10-19
70735,1,108,17000,2023-10-17,2023-10-19
60051,1,104,17001,2023-10-17,2023-10-19
61769,1,104,17006,2023-10-17,2023-10-19
6310,1,111,17007,2023-10-17,2023-10-19
53329,1,100,17016,2023-10-17,2023-10-19
82136,1,115,17028,2023-10-17,2023-10-19
82158,1,115,17029,2023-10-17,2023-10-19
65841,1,108,17047,2023-10-17,2023-10-19
86328,1,115,17053,2023-10-17,2023-10-19
51838,1,100,17057,2023-10-17,2023-10-19
55448,1,100,17100,2023-10-17,2023-10-19
85140,1,115,17128,2023-10-17,2023-10-19
21968,1,114,17132,2023-10-17,2023-10-19
41854,1,73,17136,2023-10-17,2023-10-19
41873,1,73,17141,2023-10-17,2023-10-19
55452,1,100,17151,2023-10-17,2023-10-19
82169,1,115,17158,2023-10-17,2023-10-19
24349,1,114,17175,2023-10-17,2023-10-19
83132,1,115,17190,2023-10-17,2023-10-19
21981,1,114,17198,2023-10-17,2023-10-19
85149,1,115,17207,2023-10-17,2023-10-19
39028,1,73,17219,2023-10-17,2023-10-19
83141,1,115,17233,2023-10-17,2023-10-19
87450,1,115,17244,2023-10-17,2023-10-19
2116,1,110,17249,2023-10-17,2023-10-19
51856,1,100,17261,2023-10-17,2023-10-19
72583,1,108,17266,2023-10-17,2023-10-19
34451,1,54,17283,2023-10-17,2023-10-19
35348,1,54,17285,2023-10-17,2023-10-19
65857,1,108,17352,2023-10-17,2023-10-19
41883,1,73,17356,2023-10-17,2023-10-19
83147,1,115,17368,2023-10-17,2023-10-19
68019,1,108,17377,2023-10-17,2023-10-19
68035,1,108,17378,2023-10-17,2023-10-19
12102,1,113,17382,2023-10-17,2023-10-19
80999,1,115,17419,2023-10-17,2023-10-19
67082,1,108,17432,2023-10-17,2023-10-19
87460,1,115,17434,2023-10-17,2023-10-19
21987,1,114,17443,2023-10-17,2023-10-19
87476,1,115,17444,2023-10-17,2023-10-19
87497,1,115,17445,2023-10-17,2023-10-19
87498,1,115,17446,2023-10-17,2023-10-19
28160,1,54,17452,2023-10-17,2023-10-19
23084,1,114,17462,2023-10-17,2023-10-19
31467,1,54,17463,2023-10-17,2023-10-19
9554,1,111,17465,2023-10-17,2023-10-19
83160,1,115,17468,2023-10-17,2023-10-19
9558,1,111,17476,2023-10-17,2023-10-19
28175,1,54,17481,2023-10-17,2023-10-19
13721,1,113,17482,2023-10-17,2023-10-19
85160,1,115,17485,2023-10-17,2023-10-19
83163,1,115,17491,2023-10-17,2023-10-19
60054,1,104,17497,2023-10-17,2023-10-19
81008,1,115,17511,2023-10-17,2023-10-19
85173,1,115,17534,2023-10-17,2023-10-19
41895,1,73,17536,2023-10-17,2023-10-19
40067,1,73,17542,2023-10-17,2023-10-19
53334,1,100,17543,2023-10-17,2023-10-19
87515,1,115,17544,2023-10-17,2023-10-19
86336,1,115,17554,2023-10-17,2023-10-19
35363,1,54,17558,2023-10-17,2023-10-19
41900,1,73,17563,2023-10-17,2023-10-19
41914,1,73,17564,2023-10-17,2023-10-19
79821,1,115,17570,2023-10-17,2023-10-19
19723,1,114,17614,2023-10-17,2023-10-19
8507,1,111,17639,2023-10-17,2023-10-19
85183,1,115,17686,2023-10-17,2023-10-19
87530,1,115,17687,2023-10-17,2023-10-19
8515,1,111,17688,2023-10-17,2023-10-19
19739,1,114,17702,2023-10-17,2023-10-19
40085,1,73,17712,2023-10-17,2023-10-19
40086,1,73,17713,2023-10-17,2023-10-19
40091,1,73,17716,2023-10-17,2023-10-19
81010,1,115,17738,2023-10-17,2023-10-19
34461,1,54,17748,2023-10-17,2023-10-19
5396,1,111,17750,2023-10-17,2023-10-19
19011,1,114,17760,2023-10-17,2023-10-19
40109,1,73,17770,2023-10-17,2023-10-19
16882,1,113,17781,2023-10-17,2023-10-19
48646,1,73,17789,2023-10-17,2023-10-19
40117,1,73,17804,2023-10-17,2023-10-19
22005,1,114,17818,2023-10-17,2023-10-19
24350,1,114,17837,2023-10-17,2023-10-19
79837,1,115,17839,2023-10-17,2023-10-19
40123,1,73,17871,2023-10-17,2023-10-19
40130,1,73,17874,2023-10-17,2023-10-19
4194,1,111,17887,2023-10-17,2023-10-19
27222,1,117,17897,2023-10-17,2023-10-19
8517,1,111,17898,2023-10-17,2023-10-19
40138,1,73,17921,2023-10-17,2023-10-19
7242,1,111,17929,2023-10-17,2023-10-19
35367,1,54,17939,2023-10-17,2023-10-19
28181,1,54,17946,2023-10-17,2023-10-19
40150,1,73,17949,2023-10-17,2023-10-19
39035,1,73,17953,2023-10-17,2023-10-19
72597,1,108,17972,2023-10-17,2023-10-19
